dlga_start:blocked_agent|Diese Person scheint beschäftigt zu sein. Vielleicht sollte ich weiterziehen...
dlga_port_chief3:port_chief_info_main|Ich habe einige Fragen bezüglich der Schiff- und Seefahrt.
dlga_port_chief_info_main:port_chief_info_main_1|Was wollt Ihr wissen?
dlga_port_chief_info_main_1:port_chief_info_a_1|Warum gehen Menschen auf Seefahrt?
dlga_port_chief_info_main_1:port_chief_info_b_1|Wie finde ich den richtigen Kurs?
dlga_port_chief_info_main_1:port_chief_info_c_1|Was muss ich beachten, wenn ich ein Boot erwerben möchte?
dlga_port_chief_info_main_1:port_chief_info_d_1|Was macht ein Boot schnell?
dlga_port_chief_info_main_1:port_chief2|Das ist alles, was ich wissen wollte. Habt Dank!
dlga_port_chief_info_a_1:port_chief_info_main|Ihr könnt eine Menge Geld verdienen wenn Ihr Handel mit Waren oder Sklaven über das Meer betreibt. Andere verwenden es auch um Siedlungen zu Plündern. Schlussendlich wird Euch kein Wikinger als Anführer akzeptieren solange Ihr kein gutes Schiff besitzt. 
dlga_port_chief_info_b_1:port_chief_info_main|Betrachtet am Tage die Sonne und ruht Euch in der Nacht aus. Je besser Ihr es vermögt Euren Weg zu finden, um so schneller werdet Ihr Reisen.
dlga_port_chief_info_c_1:port_chief_info_c_2|Zunächst müsst ihr wissen, welche Art von Schiff ihr wollt. Wenn Handel eure Absicht ist, ist ein Knorr wohl eine gute Wahl. Viel Stauraum, aber nicht sehr schnell. Das Snekkja, das Skei und das Busse sind schnelle Kriegsschiffe und in der Lage viele Truppen zu befördern. Das Karvi ist etwas von allem. Wenn ihr nur wenige Männer habt, ist ein kleines Schiff wie das Byrding wahrscheinlich die beste Wahl.
dlga_port_chief_info_c_2:port_chief_info_main|Als zweites müsst ihr eine Holzsorte für euer Schiff wählen. Schiffe aus Eichenholz sind am zuverlässig und langlebig, aber sehr teuer. Buchenholz ist billiger, jedoch nicht so haltbar.
dlga_port_chief_info_d_1:port_chief_info_main|Der Wind -- Richte deine Segel gut aus um ihn am besten zu nutzen. Wenn kein Wind weht müssen deine Mannen rudern. Je mehr Ruderer, desto schneller ist das Schiff.  Solltet Ihr mehrere Schiffe in Eurer Flotte haben, so werdet Ihr nur so schnell sein wie Euer langsamstes Schiff. Ein fähiger Navigator ist in der Lager Eure Flotte schneller reisen zu lassen.
dlga_port_chief3:port_chief_travel|Ich möchte zu einem anderen Hafen reisen.
dlga_port_chief_travel:close_window|Es tut mir Leid. Hier sind derzeit keine Schiffe, die eine ganze Armee und ihren Anführer aufnehmen können.
dlga_port_chief_travel:close_window.1|Es tut mir Leid. Hier sind derzeit keine Schiffe, die eure Gruppe und all eure Güter aufnehmen können.
dlga_port_chief_travel:port_chief_travel_2|Von hier kann man zu den Häfen vom Königreich der Friesen, Dänemark, Königreich  Northvegr und Englaland reisen. Wo möchtet ihr hin?
dlga_port_chief_travel:port_chief_travel_2.1|Von hier kann man zu den Häfen von Eriuland und Englaland reisen. Wo möchtet ihr hin?
dlga_port_chief_travel:close_window.2|Verzeiht. Derzeit befinden sich keine Passagierschiffe im Hafen.
dlga_port_chief_travel_2:port_chief_travel_3|{s1}
dlga_port_chief_travel_2:close_window|Ich habe meine Meinung geändert.
dlga_port_chief_travel_3:port_chief_travel_4|Wollt Ihr nach {s1} Reisen? {s2}
dlga_port_chief_travel_4:port_chief_travel_5|Lasst uns beginnen!
dlga_port_chief_travel_4:port_chief2|{s1}
dlga_port_chief_travel_4:close_window|{s1}
dlga_port_chief_travel_5:close_window|Folge mir!
dlga_port_chief3:port_chief_pick_up_ship1|Ist mein Schiff schon bereit?
dlga_port_chief_pick_up_ship1:port_chief2|Meine Männer und ich Arbeiten noch daran. Kehrt in {reg1} Tagen zurück.
dlga_port_chief_pick_up_ship1:port_chief_pick_up_ship2|Euer Schiff ist bereit! Wollt Ihr in See stechen?
dlga_port_chief_pick_up_ship2:port_chief_pick_up_ship3|Ja!
dlga_port_chief_pick_up_ship2:port_chief2|Nein, noch nicht.
dlga_port_chief_pick_up_ship3:port_chief2|Verzeiht, aber Eure Fähigkeit König der Meere, ist nicht hoch genug um ein weiteres Schiff Eurer Flotte in diesem Hafen hinzuzufügen.
dlga_port_chief_pick_up_ship3:close_window|Nun gut, seht es Euch an und gibt ihm einen Namen.
dlga_port_chief_pick_up_ship3:port_chief2.1|Für ein weiteres Boot gibt es im Hafen nicht mehr genügend Platz.
dlga_port_chief3:port_chief_build_ship_main|Ich möchte, dass Ihr ein Schiff für mich anfertigt.
dlga_port_chief_build_ship_main:port_chief_build_ship_main_1|An welche Art von Schiff habt Ihr gedacht?
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2|Ich brauch nur eine kleine Byrding ( leichtes Frachtschiff )
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.1|Ich benötige eine Knorr für den Handel.
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.2|Ein gute Angriffs Snekkja ( Langschiff )!
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.3|Ich bin an einem doppelt so großem Kriegsschiff interessiert. Eine Skeid, bitte.
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.4|Ich habe viele Krieger. Könntet ihr eine Busse für mich bauen.
dlga_port_chief_build_ship_main_1:port_chief_build_ship_main_2.5|Ich benötige ein gutes vielseitiges Schiff. Ich möchte eine Karvi.
dlga_port_chief_build_ship_main_1:port_chief2|Ich habe meine Meinung geändert.
dlga_port_chief_build_ship_main_2:port_chief_build_ship_main|Verzeiht aber ich bin für solch einen Auftrag nicht talentiert genug. Allein die Skandinavier vermögen ein {s11} zu bauen.
dlga_port_chief_build_ship_main_2:port_chief_info_main_3|Aus welchem Holz sollte es gefertigt werden?
dlga_port_chief_info_main_3:port_chief_build_ship_main_4|Eichenholz. Ich lege auf Qualität wert.
dlga_port_chief_info_main_3:port_chief_build_ship_main_4.1|Kiefer wäre schön.
dlga_port_chief_info_main_3:port_chief_build_ship_main_4.2|Ich möchte nicht so viel ausgeben. Eschenholz sollte genügen.
dlga_port_chief_info_main_3:port_chief2|Ich habe meine Meinung geändert.
dlga_port_chief_build_ship_main_4:port_chief_build_ship_main_5|Für ein {s11} aus {s12} erbitte ich {reg11} Pfennige für meine Arbeit.\n{s2} Es wird {reg12} Tage dauern dieses Schiff zu bauen.
dlga_port_chief_build_ship_main_5:port_chief_build_ship_main_6|Baut dieses Schiff für mich!
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_1|Ähm, sehe ich vielleicht wie ein Händler aus? Ich trage diese Dinge nicht bei mir.
dlga_port_chief_build_ship_missing_1:port_chief2|verzeiht, aber ich kann Euer Schiff ohne diese Materialien nicht bauen. Kauft sie Euch und kehrt zurück sobald Ihr alles habt. 
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_2|Ich habe derzeit nicht genug Pfennige.
dlga_port_chief_build_ship_missing_2:port_chief2|Verzeiht, jedoch muss ich meine Familie ernähren und meine Arbeiter bezahlen. Kommt wieder sobald ihr das nötige Geld besitzt.
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_3|Ich werde dies noch einmal überdenken und später zurückkehren.
dlga_port_chief_build_ship_missing_3:port_chief2|Nehmt die Zeit die Ihr braucht, aber vertraut mir. Meine Schiff sind jeden Penny wert.
dlga_port_chief_build_ship_main_6:port_chief2|Ausgezeichnet! Kehrt in {reg12} Tagen zurück.
dlga_port_chief3:close_window|Ich benötige zurzeit nichts. Gehabt Euch wohl.
dlga_port_chief_fleet1:port_chief_fleet2|{s2}^^Heill, {playername}. Wie ich sehe habt Ihr Euch einen Namen in diesen Ländern gemacht. Es macht mich Glücklich das mein Geschäft mit Euch geholfen hat. Dies verdient Anerkennung in einer Sage über Euch! Die Flotte von Sven und Harald liegt jenseits dieser Bucht. Sie ist fünfzig Schiffe stark und viele davon sind Kriegsschiffe, insgesamt über 800 Männer. Habt Ihr Eure Angelegenheiten in Dänemark geklärt? Seid Ihr bereit aufzubrechen? Ich versichere Euch, dass Ihr nicht mehr so schnell zurück kehren werdet!
dlga_port_chief_fleet2:the_fleetmt1|Ja ich bin mir sicher, lasset uns aufbrechen. Bemannt die Schiffe.
dlga_the_fleetmt1:close_window|Nun gut, viel Glück Vinr. Obgleich Ihr hier viele Schiffe erblickt, liegen die meisten der Schiffe jenseits der Bucht, außerhalb dieser Stadt, vor Anker. Schließt Euch ihr an sobald Ihr bereit seit.
dlga_port_chief_fleet2:port_chief2|Nein, ich muss noch einige Dinge erledigen. Ich komme wieder ...
dlga_port_chief_catach:port_chief_catach2|{s2}^^Nun gut, gebt mit dieses Buch und ich erzähle Euch wonach Ihr fragtet.
dlga_port_chief_catach2:port_chief_catach31|Hier, nehmt es. Nun, wo ist Svens Versteck?
dlga_port_chief_catach2:port_chief_catach32|Unglücklicherweise habe ich das Buch verloren. Würdet ihr stattdessen Geld nehmen ?
dlga_port_chief_catach32:port_chief_catach4|Mein Auftraggeber wird darüber nicht sehr erfreut sein und die Leute werden an Eurer Zuverlässigkeit zweifeln. Mein Auftraggeber hat mir 10,000 Pfennige für dieses Buch geboten. Habt Ihr soviel Geld in Eurem besitzt ?
dlga_port_chief_catach4:port_chief_catach5|Ich habe das Geld. Hier nehmt es und erzählt mir wo sich Sven aufhält.
dlga_port_chief_catach4:port_chief2|Unglücklicherweise, nein. Ich werde bald zurück sein, sobald ich es habe.
dlga_port_chief_catach5:port_chief_catach5_1|Oh, Ihr seit wahrhaftig ein{reg59?e reiche Frau: reicher Mann}! Das Versteck ist hier in Dänemark, südöstlich von Ribe, flussaufwärts. Far thu vel. ( Gehabt Euch wohl )
dlga_port_chief_catach5_1:port_chief2|Habt Dank.
dlga_port_chief_catach31:port_chief_catach31_1|Nun gut, habt Dank. Das Versteck ist hier in Dänemark, südöstlich von Ribe, flussaufwärts. Far thu vel. ( Gehabt Euch wohl )
dlga_port_chief_catach31_1:port_chief2|Habt Dank.
dlga_port_chief_svenlair:port_chief_svenlair2|{s2}^^Warum den so laut mein Freund? Niemand hier am Hafen muss erfahren über was wir sprechen. Ich sehe jemand hat Euch von mir erzählt. Großartig. So funktioniert das Geschäft.^^ Nun gut, Ihr wollt den Ort erfahren. Es ist nicht schwer es in Erfahrung zu bringen jedoch hat es seinen Preis, versteht sich. Bull Neck Sven ist ein gefährlicher Mann.
dlga_port_chief_svenlair2:port_chief_svenlair3|{s2}^^Hört gut zu. Glücklicherweise brauche ich genau jemanden wie Euch. Ich brauche Euch gewissermaßen als Räuber und Ihr müsst nach Eriuland reisen. Mein Auftraggeber wünscht ein gewisses Buch, welches sich derzeit im Besitz eines Klosters, als eine Art Relikt, befindet. Das Kloster trägt den Namen Gleann Da Loch. Der Name des Buches lautet 'The Cathach of Colum Cille.' Ich bin lediglich an dem Buch interessiert. Alles andere könnt Ihr Euch zu eigen machen. Bringt mir dieses Buch und Ihr werdet erfahren wo sich Sven Bull Neck versteck. 
dlga_port_chief_svenlair3:port_chief_svenlair31|Hört sich gut an! Ich werde euch dieses Buch bringen. Wir sehen uns bald wieder.
dlga_port_chief_svenlair3:port_chief_svenlair32|Ich werde weder ein Kloster Plündern noch einen Mönch töten.
dlga_port_chief_svenlair3:port_chief_svenlair33|Ich bevorzuge es dieses Buch zu vergessen und euch stattdessen Pfennige für die Informationen zu bieten.
dlga_port_chief_svenlair31:close_window|Gut, ich werde da sein. Ich schlage vor, Sie reparieren und Ihr Schiffund stellen es bereit. Die Reise nach Eriuland ist lang. Und bringen Sie genügend Männer für den Eriu Krieg. Far thu vel.
dlga_port_chief_svenlair32:close_window|Dann kauft das Buch! Es ist mir gleich, wie ihr daran kommt. Bringt es mir nur. Und ich schlage vor, ihr repariert und versorgt euer Schiff. Die Reise nach Eriuland ist lang. Und bringt genug Männer heran.
dlga_port_chief_svenlair33:port_chief_svenlair4|Nun gut ist dies eine Option?  Mein Auftraggeber hat mir 10,000 Pfennige für dieses Buch geboten. Habt Ihr soviel Geld in Eurem besitzt ?
dlga_port_chief_svenlair4:port_chief_svenlair5|Ich habe das Geld. Hier nehmt es und erzählt mir wo sich Sven aufhält.
dlga_port_chief_svenlair4:port_chief_svenlair31|Unglücklicherweise besitze ich nicht soviel Geld. Ich werde Euch diese Buch bringen. Auf bald! 
dlga_port_chief_svenlair5:port_chief_svenlair5_1|Oh, Ihr seit wahrhaftig reich! Das Versteck ist hier in Dänemark, südöstlich von Ribe, flussaufwärts. Far thu vel. ( Gehabt Euch wohl )
dlga_port_chief_svenlair5_1:port_chief2|Habt Dank.
dlga_port_chief_bodoletter1:port_chief_bodoletter2|{s2}^^Warum sprecht Ihr den immer so laut? Nun gut, Ihr kennt mich und ich bin stets eine gute Quelle für Informationen, jedoch hat alles seinen Preis.
dlga_port_chief_bodoletter2:port_chief_bodoletter3|{s2}^^Hört gut zu. Diese Information ist äußerst wertvoll. Wir sprechen hier über den 2 wichtigsten Mann Dänemarks, Sigurd 'Snake in the Eye.' Wie wäre es mit 12,000 Pfennige? Besitzt Ihr soviel Geld? Wenn nicht, könntet Ihr mir stattessen eine kleinen Gefallen tun. Ich habe einen Kunden, welcher einige Pelze nach Dubh Linn in Eriuland überbringen muss. Also warum entscheidet Ihr Euch nicht die Pelze für mich zu überbringen? Im Gegenzug werde ich Euch die Informationen geben. 
dlga_port_chief_bodoletter3:port_chief_bodoletter_pieles|Gut, abgemacht. Ich werde Euch die Felle besorgen.
dlga_port_chief_bodoletter3:port_chief_bodoletter4|Ach ja, hier habe ich das Geld. Nehmt es. Wo ist er nun?
dlga_port_chief_bodoletter3:port_chief_bodoletter7|Aber wir sind doch alte Freunde. Ihr werdet wohl für einen alten Geschäftspartner einen Nachlass haben?
dlga_port_chief_bodoletter3:port_chief_bodoletter3_1|Leider nein. Ich werde bald mit der nötigen Summe zurückkommen.
dlga_port_chief_bodoletter_pieles:close_window|Erfreulich dies zu hören. Geht nach Dubh Linn und liefert die pelze an einen Mann Namens Hogni. Er ist der örtliche Händler. Ihr werdet ihn leicht finden. Ich empfehle Euch noch andere Güter mit Euch zu tragen um sie in diesen entfernten Länder zu verkaufen. Sobald Ihr mit dem Rezept zurück kehrt, werdet Ihr die Informationen erhalten.
dlga_port_chief_bodoletter3_1:port_chief2|Dann kommt wieder sobald Ihr das Geld habt, ich habe keine Zeit für Bettler.
dlga_port_chief_bodoletter4:port_chief_bodoletter5|Seid Ihr denn nicht ein reicher Mann! Nun gut, Atli Eiriksson hält sich in Northvegr auf. Jedenfalls, hat dies einer seiner Männer einer der Dirnen hier erzählt. Offenbar trägt Atli etwas von großer Bedeutung mit sich, was unter allen umständen geheim bleiben muss... erst mal. Er versteckt sich in einer Höhle an der nördlichen Küste von Northvegr, nahe Hordaland. Far thu vel.
dlga_port_chief_bodoletter5:port_chief2|Habt Dank.
dlga_port_chief_bodoletter7:port_chief_bodoletter8|Hmm... nun ja, nur dieses eine Mal, aber sagt es niemanden! ich habe meinen Ruf zu verlieren. Achttausend Pfennige, und ich verrate Euch, was Ihr wissen wollt. Habt Ihr das Geld?
dlga_port_chief_bodoletter8:port_chief_bodoletter9|Sicher. Hier nehmt es. Wo ist er?
dlga_port_chief_bodoletter8:port_chief_bodoletter3_1|Leider nein. Ich werde bald mit der nötigen Summe zurückkommen.
dlga_port_chief_bodoletter9:port_chief_bodoletter5|Nun gut, bedenkt aber dass es keine weitere Rabatte geben wird. Atli Eiriksson hält sich in Northvegr auf. Jedenfalls hat einer seiner Männer, dies einer der Dirnen hier erzählt. Offenbar trägt Atli was wertvolles mit sich, was unter allen umständen geheim bleiben muss... zurzeit zumindest. Er versteckt sich in einer Höhle , an der nördlichen Küste von Northvegr, nahe Hordaland. Far thu vel.
dlga_port_chief_pieles:port_chief_bodoletter5|Ich mag es mit Euch Geschäfte zu machen. Nun gut, Atli Eiriksson hält sich in Northvegr auf. Jedenfalls, hat dies einer seiner Männer einer der Dirnen hier erzählt. Offenbar trägt Atli etwas von großer Bedeutung mit sich, was unter allen umständen geheim bleiben muss... erst mal. Er versteckt sich in einer Höhle an der nördlichen Küste von Northvegr, nahe Hordaland. Far thu vel.
dlga_start:port_prisoners|Wer seid Ihr?
dlga_port_prisoners:port_prisoners_2|Seid Ihr auf der Suche nach einem Sklavenhändler? {s9} würde ohne meine Sklaven nicht vorankommen, also solltet Ihr Kriegsgefangene haben bin ich gewillt Euch diese abzukaufen.
dlga_port_prisoners_2:port_prisoners_3|Ich habe einige gefangen bei mir.
dlga_port_prisoners_2:close_window|Lebt wohl.
dlga_port_prisoners_3:port_prisoners_4|Schön zu hören. Auf geht es.
dlga_port_prisoners_4:close_window|Ein war mir ein Vergnügen Geschäft mit Ihnen zu machen.
dlga_start:port_r_2|Seid gegrüßt. Ich bin ein ehemaliger Seemann der die Hafenaktivitäten von {s9} überwacht. Wenn ihr Männer für euer Schiff anheuern wollt, lasst es mich wissen.
dlga_port_crew_talk:port_r_2|Gibt es noch etwas das ich für Sie tun kann?
dlga_port_r_2:port_recruitsl|Ich möchte Seemänner anwerben.
dlga_port_recruitsl:port_crew_talk|Zurzeit gibt es hier am Hafen keine freien Seeleute. Kehrt später zurück, {reg59?Herrin:Herr}.
dlga_port_recruitsl:port_crew_talk.1|Ich bezweifle das jemand interessiert ist, {reg59?madam:sir}. Ihr benötigt mehr Platzt in Euren Reihen.
dlga_port_recruitsl:port_recruits2|Ich denke an {reg5}, welches, wie ich vermute, sich darum reißen würde, wenn Sie 40 Pfennige bezahlen konnte {reg7?each for their equipment:for his equipment}. In Ordnung?
dlga_port_recruits2:port_crew_talk|Sagen Sie {reg7?them:him}, er soll sich bereit machen.
dlga_port_recruits2:port_crew_talk.1|Nein, nicht jetzt.
dlga_port_r_2:port_crew_fleetpr|Mein Name ist {playername}...
dlga_port_crew_fleetpr:close_window|Verzeiht, jedoch bin ich beschäftigt die Schiffe und Versorgung für eine Flotte vorzubereiten. Solltet Ihr also keine Seeleute benötigen, lasst mich in Ruhe und kommt später wieder.
dlga_port_r_2:port_crew_fleet1|Mein Name ist {playername}. Aetheling Aelfred sendet mich.
dlga_port_r_2:port_crew_fleet1.1|Mein Name ist {playername}. Jarl Rathbarth sendet mich.
dlga_port_crew_fleet1:port_crew_fleet2|^ ^ Grüßgott, {Playername}. Ich war über Ihre Ankunft informiert. Sie sind verantwortlich für eine Flotte unterwegs nach Frankia. Außerhalb des Hafens warten Männer, Ratgeber und Boote auf Sie.
dlga_port_crew_fleet2:the_fleetcrew1|Ja die Zeit ist gekommen. Douar-an-Enez erwartet mich.
dlga_the_fleetcrew1:close_window|Mir wurde gesagt, es ist Wochen, sogar Monate aus, viel Glück also. Ihre Flotte wartet am Ende des Hafens auf Sie. Nehmen Sie Ihr Boot und folgen Sie ihnen.
dlga_port_crew_fleet2:close_window|Nein, ich muss noch einige Dinge erledigen. Ich komme wieder ...
dlga_port_r_2:close_window|Ich möchte gehen. Gehabt Euch wohl.
dlga_start:close_window.5|Warum stört Ihr mich? Ich bin beschäftigt. Ich habe keine Zeit für Leute wie Euch. Kommt an einem anderen Tag wieder. Oder noch besser, gar nicht mehr.^^-- Es scheint als wäre Sigurd nicht gewillt Euch zu empfangen. Ihr müsst nach einem anderen Weg suchen um an Informationen über Sven zu gelangen.
dlga_start:kinghorik_quest_danmarkprot|Dies ist ein guter Platzt, weit weg von neugierigen Ohren. Nun sprecht.
dlga_start:kinghorik_quest_revenge4|Dies ist ein guter Platzt, weit weg von neugierigen Ohren. Nun sprecht.
dlga_start:kinghorik_quest_thething1|Gegrüßt seid Ihr, {playername}.
dlga_start:svenbn_hunting1_1|Gegrüßt seid Ihr, {playername}. Danke Euch haben wir diese Schlacht gewonnen. West Sachsen ist nun unter unserer Kontrolle! Jedoch glaube ich habt Ihr mehr Interesse an dem Aufenthaltsort von Sven Bull Neck, habe ich recht? Nun, er entkam, jedoch nicht weit. Er hat Readingum erobert und es zu einer Festung gemacht, jedoch sind ihm meine Männer gefolgt. Ich habe einen Herse in mein Vertrauen gezogen, Arnvid, und die Mission in seine Obhut übertragen. Trefft ihn in Readingum. Seine Männer stehen Euch zu Verfügung, solltet Ihr Euch dafür entscheiden Anzugreifen.
dlga_start:svenbn_hunting1_1.1|Salve, {Playername}! Die Dänen sind auf der Flucht und haben viele Jarle in dieser Schlacht verloren. Auch wenn es noch einige von ihnen gibt, wir haben einen wichtigen Sieg erreicht und sie werden in der Zukunft nicht mehr so kühn sein. ^^Ich habe einige Neuigkeiten für Sie. Sven Stier Hals floh zurück zu Readingum und hat sich dort verschanzt. Meine Männer, angeführt von einem Mann namens Eadric, folgten ihm. Sie stehen Ihnen zur Verfügung, wenn Sie dort ankommen. Ihr Zeitpunkt ist gekommen! Reisen Sie nach Readingum und rechnen Sie ab mit dem Bastard Sven Stier Hals.
dlga_start:close_window.6|Sorry, es ist keine gute Zeit um zu reden.
dlga_start:close_window.7|Sorry, es ist keine gute Zeit um zu reden.
dlga_start:close_window.8|Sorry, es ist keine gute Zeit um zu reden.
dlga_start:close_window.9|Sorry, es ist keine gute Zeit um zu reden.
dlga_start:close_window.10|Sorry, es ist keine gute Zeit um zu reden.
dlga_start:close_window.11|Was willst du? Ich habe keine Zeit für dich! Holen Sie sich einen Priester!
dlga_start:close_window.12|Mael Bresail will mit dir Sprechen.
dlga_start:close_window.13|Sorry, das ist keine es ist nicht die richtige Zeit zum Sprechen.
dlga_start:conversation_companioncamp|--Sie finden Ihren Begleiter an der üblichen Stelle im Lager.--
dlga_start:close_window.14|Ich bin beschäftigt im Moment, {Playername}. Wir Sprechen später.
dlga_start:close_window.15|{reg59? Lady: Sir}, es ist alles in Ordnung im Lager.
dlga_conversation_companioncamp:beda_conversationcamp1|Mein {reg59?lady:lord}, manchmal denke ich, als wir entlang der nördlichen Länder reisten, was eine düstere Welt in der wir leben, ich habe viele Bücher gelesen, aber keiner von ihnen spricht über die Gewalt und viele Gefahren, die wir täglich durchgehen.
dlga_beda_conversationcamp1:beda_conversationcamp2|Nun, denke ich, die Dänen sind die Horden von Gog und Magog, sie werden in der letzten Stunde der Menscheheit da sein und das Königreich West Seaxe ist das letzte menschliche Königreich, das versucht, das unvermeidliche vor dem zweiten Kommen zu bekämpfen.
dlga_beda_conversationcamp2:beda_conversationcamp3|Ähm..könnt Ihr das mit Gog und Magog noch mal wiederholen?
dlga_beda_conversationcamp2:close_window|Sehr interessant, aber ich habe keine Zeit für diesen Augenblick.
dlga_beda_conversationcamp3:beda_conversationcamp4|Oh, natürlich. Die Bibel erwähnt Gog als den Anführer der vom Reich von Magog im hohen Norden kommenden Horden. Laut Ezekiels Prophezeihung, führt Gog eine fürchterliche Armee von durchtrainierten Kriegern von verschiedensten Ländern. Sie werden ein von Gott gewähltes Reich angreifen, was zu einem Krieg führen wird, der die ganze Welt erschüttert. Ich denke dies beginnt bereits durch den Austieg der Heiden in Englaland.
dlga_beda_conversationcamp4:beda_conversationcamp5|{s10}
dlga_beda_conversationcamp4:beda_conversationcamp6|Wir müssen uns auf das Hier und Jetzt konzentrieren. Wenn das Ende kommt kann ich Euch versichern, dass wir es nicht verpassen.
dlga_beda_conversationcamp4:close_window|Ihr macht Euch zu viele Sorgen und ich habe keine Zeit hierfür.
dlga_beda_conversationcamp5:close_window|{s4}
dlga_beda_conversationcamp6:close_window|Ja, das stimmt. ich tendiere dazu mir zu viele Sorgen zu machen. Ich werde jetzt einfach den Tag genießen.
dlga_conversation_companioncamp:egil_conversationcamp1|{playername}, ich mag Euch, aber manchmal denke ich Ihr seid zu naiv als Anführer. Erlaubt mir Euch einen Rat zu geben.
dlga_egil_conversationcamp1:egil_conversationcamp2|Ich will dich nicht beleidigen, aber ich denke Ihr solltet meine Erfahrung nutzen. Wie Ihr wisst bin ich am Hofe des Königs aufgewachsen. Ich habe viel Zeit in Ribe verbracht, wo ich die größten Kriegsherren und Kommandanten getroffen habe.
dlga_egil_conversationcamp2:egil_conversationcamp3|{s10}
dlga_egil_conversationcamp2:close_window|Ich brauch Eure Lehren nicht.
dlga_egil_conversationcamp3:close_window|{s4}
